Comment Title,Comment Body,Poster,Date,Time,Recs
,"Alessio, I’m with you. Ranieri does the best he can with the players that management gives him. People are freaking out because they’ve played shitty lately, how about remembering we were is the fucking minors last year and now we are competing for a top two finish. Blame secco and the rest of the front office, but leave Ranieri out of it. He’s been dealing with a terrible string of injuries and a straight up lack of talent on the back line. LEAVE RANIERI ALONE!!!! (anyone get that joke?)",R.J. ,"Mar 4, 2008 ", 4:31 PM,
,"R.J. i’m trying my best, but i got no clue what the joke is..",roberto ,"Mar 4, 2008 ", 4:44 PM,
,have you seen or at least heard of that youtube video of some freakshow crying about britney spears? its pure hilarity. check out the video and its like me crying for ranieri.,R.J. ,"Mar 4, 2008 ", 4:59 PM,
,"http://www.youtube.com/watch?v=LWSjUe0FyxQ
enjoy…this person must be canadian",R.J. ,"Mar 4, 2008 ", 5:02 PM,
,what ever happended with juve going after luisao?? send tiago back to portugal in exchange for luisao,Anthony ,"Mar 4, 2008 ", 6:53 PM,
,hes not canadian thats a hooker on sunset blvd lol.,Anthony ,"Mar 4, 2008 ", 6:57 PM,
,"i hope we get lippi back but not as our coach, instead as our transfer mastermind.",adam ,"Mar 4, 2008 ", 10:44 PM,
,"I’ll be in Montreal this weekend; anyone know some spots where I can watch the Juve game? I’m not sure what part of the city I’ll be staying in, but I’ll go anywhere to watch Juve.",MIkeDG ,"Mar 5, 2008 ", 11:02 AM,
,your best bet is little italy,Anthony ,"Mar 5, 2008 ", 2:14 PM,
,thought this was funny….i read a headline on C4 that said something like Canna voted Gay Icon…hahahah i love you Canna!,sofia ,"Mar 7, 2008 ", 9:26 AM,
,that’s not funny.,R.J. ,"Mar 7, 2008 ", 10:45 AM,
,yes it is because canna isn’t gay,sofia ,"Mar 7, 2008 ", 7:54 PM,
,still not funny sofia…better luck next time,R.J. ,"Mar 8, 2008 ", 7:03 AM,
,"molinaro is OUT for this game, he has a case of the flu. lets hope its bird flu people",adam ,"Mar 8, 2008 ", 11:17 AM,
,Yet another bullshit penalty for Inter today…..when will it ever stop?!,Alessio ,"Mar 8, 2008 ", 1:41 PM,
,"hey roberto write som
ething",Sam ,"Mar 8, 2008 ", 2:42 PM,
,"adam, there’s always hope",R.J. ,"Mar 8, 2008 ", 4:21 PM,
,"Sam: “Fuck you, pay me” -Kanye
p.s. I’ll live blog tomorrow’s game",roberto ,"Mar 8, 2008 ", 5:23 PM,
,"roberto, the “fuck you, pay me” line belongs to Henry Hill before it belongs to Kanye “I’m a complete hack” West.",R.J. ,"Mar 8, 2008 ", 5:43 PM,
,Complete hack? Who the fuck is Henry Hill?,roberto ,"Mar 8, 2008 ", 6:19 PM,
,Dammit… I’m sorry Scorsese please forgive,roberto ,"Mar 8, 2008 ", 6:32 PM,
,they both stink.. but ranieri has no idea on who he thinks juve need. I’d like to see lippi back at juve and you will see trezgol not playing so much.. just incase you havnt noticed ranieri has alot of favortism towards trezgol and personally.. iaquinta should be starting. lippi would bring in dispoline .. also havnt u noticed alot of suspensions on juve? all and all lippi could bring the likes of Van Der Varrt Barzghi Amauri on juve.. if juve at the LEAST got those 3 players MAYBE we can win some silverware,Gregorio ,"Mar 11, 2008 ", 8:03 PM,
,"forzzaaaaaaaaaaa juve.
i will not watch the game on account of the fact im quite drunk right now, but goddamnit if we lose/draw fiorentina my hangover is going to be WICKED.",Alessio ,"Mar 2, 2008 ", 3:12 AM,
,0-1!,masoneria ,"Mar 2, 2008 ", 6:29 AM,
,"MOMO SISSOKO!!!!
1-1 overhead kick!!!",adam ,"Mar 2, 2008 ", 6:39 AM,
,Fiorentina creating way too many chances,adam ,"Mar 2, 2008 ", 6:47 AM,
,"fiorentina mostly attacking from the left flank, taking advantage of our weak link, molinaro. and he is playing one of his worst games.",adam ,"Mar 2, 2008 ", 6:50 AM,
,foul on juve. del piero recieves a hard elbow to the face courtesy of gamberini.,adam ,"Mar 2, 2008 ", 7:06 AM,
,"2-1 JUVE!!!
CAMORANESI with a low volley",adam ,"Mar 2, 2008 ", 7:15 AM,
,"best part of the goal, MOLINARO supplied camo with a PERFECT CROSS!!!",adam ,"Mar 2, 2008 ", 7:19 AM,
,65’ Nocerino in for Camo. what the hell is ranieri thinking. he should of taken zanetti out who is annonymous along with trezeguet who still might not have touched the ball once. Ive seen iaquinta whose on the bench more than trez,adam ,"Mar 2, 2008 ", 7:26 AM,
,2-2 papa waigo,adam ,"Mar 2, 2008 ", 7:35 AM,
,del piero has gone out for iaquinta. we have no creativity whatsoever other than palladino,adam ,"Mar 2, 2008 ", 7:39 AM,
,fiorentina with a goal courtesy of some SHITTTTTTTTTTTTTTY ASSSSSSSSSSSSSSSSSSSS defending FUCK YOU MOLINARO GRYGERA and ZANETTI. 3 people watching a very high ball bounce inside their own 18 yard box. what the fuck were you retards thinking.,adam ,"Mar 2, 2008 ", 7:55 AM,
,"i blame ranieri for his retarded substitutions. you cannot expect to defend a on goal lead with 20 min left. if aanyone should of been subbed it should of been molinaro, zanetti, and trezeguet. at this rate we might barely make 4th",adam ,"Mar 2, 2008 ", 7:57 AM,
,"The loss was Raineri’s fault. Del Piero has been on fire lately. You don’t substitute him. He’s one of the few players who can turn the game around in a second. Defending was shoddy on Juve’s part too. Amazing win for Fior, though, who people were saying couldnt score without Mutu",Julian ,"Mar 2, 2008 ", 7:59 AM,
,"Sorry guys, but whoever taught your defenders how to defend needs to be shot. Now. (Especially whoever worked with Molinaro)
Love: A very disgruntled Milan fan.",Hana ,"Mar 2, 2008 ", 8:05 AM,
,poor juve.,masoneria ,"Mar 2, 2008 ", 8:05 AM,
,Its pretty easy to score against juve with or without mutu when our defenders serve you a chance on a silver platter on the 90th minute. FUUUUUUUCCCCCCCKKKKKKKK,adam ,"Mar 2, 2008 ", 8:06 AM,
,"That being said, nice goals by Sissoko (big shocker there…like seriously.) and Camoranesi. I just wish you guys could have held onto the draw…",Hana ,"Mar 2, 2008 ", 8:07 AM,
,i also blame secco. his horrible transfers gave ranieri little to work with,adam ,"Mar 2, 2008 ", 8:14 AM,
,"bloody lightweights in defense, I can’t stand molinaro.",roberto ,"Mar 2, 2008 ", 8:22 AM,
,"Molinaro is like a plague roberto, in the beginning everyone in defence is great but by the time they reach the end everyone is infected with molinaro’s retardedness.",adam ,"Mar 2, 2008 ", 8:25 AM,
,"He couldn’t manage anything santana or p.diddy through his way. Buffon can’t continue to do this all by himself.
It was pathetic adam. bloody hell sissoko MOTM",roberto ,"Mar 2, 2008 ", 8:29 AM,
,we really missed nedved and chiellini. it would be amazing if the entire juve locker room turned on molinaro and would teach him a lesson about defending.,adam ,"Mar 2, 2008 ", 8:47 AM,
,"they should fucking kill him asap.
move chiellini on the left and start grygera and legro every fucking match from now on….
where the fuck was stendardo?
AHHHHHHHHHHHHHHHHHHHHH",roberto ,"Mar 2, 2008 ", 12:40 PM,
,"Who was at fault for the goals, I missed the game?
And Roberto, I fucking agree. Except switch it, Grygera is a natural fullback, I don’t know why Zebina-Legrottaglie-Chiellini-Grygera isn’t our normal defense. Obviously no go today, but seriously Molinaro is hurting us bad. Last weekend I came to the conclusion that if we had Zambrotta instead of him, we’d be in easy 5th place.",Alessio ,"Mar 2, 2008 ", 1:39 PM,
,"I meant we’d be 5 points behind inter max, not 5th place, haha.",Alessio ,"Mar 2, 2008 ", 2:18 PM,
,"Sorry, Juve. Took three off you in il Stadio. Suck on that for another year.",tacobellmanager ,"Mar 2, 2008 ", 4:47 PM,
,"Molinaro is a joke. We need a more intimidating presence on the back line.
tacobellmanager, i’ll have a cheesy gordita crunch, two soft tacos, and a nacho cheese chalupa. sauce? yes, i would like a handful of the fire sauce. change? no, you can keep it, god knows if you are working at taco bell, you need it. loser.",R.J. ,"Mar 3, 2008 ", 8:35 AM,
,"Molinaro was awful, but our entire defense was shameful. How can we go from defending like giants against Inter/Milan/Roma to a display like this? And no, it’s not just Chiellini missing.",Alessio ,"Mar 3, 2008 ", 11:31 AM,
,"we played like shit to be honest. our defense was invisble at best, leaving buffon alone on all the goals.
Congrats to Napoli who did their duty for the week, to bad we couldn’t.",sofia ,"Mar 3, 2008 ", 11:49 AM,
,"Yeah, our defense was terrible. Buffon was rightfully pissed off. We need to get out of this slump now. If we miss the Champion’s League this year, Buffon, Trez, and Camoranesi may rethink their decisions to stay. All are in the their 30s and want some trophies before retiring.",Alessio ,"Mar 3, 2008 ", 1:20 PM,
,"Not to mention it pushes back our scudetto-attempts a year, because we won’t be able to recruit as good players.",Alessio ,"Mar 3, 2008 ", 1:21 PM,
,what do we have to finish to qualify for CL?,R.J. ,"Mar 3, 2008 ", 2:04 PM,
,"Top 2 gets direct entry to group stage, 3rd/4th have to go through 2 qualifying rounds, against usually bush league league winners. (bulgaria, etc) Worst case scenario- Milan wins the champions league again, then there’s only 3 spots in italy. That’s why we cannot let Fiorentina take the lead, even if it’s a remote possibility.",Alessio ,"Mar 3, 2008 ", 3:36 PM,
,"so Milan would get an automatic bid if they win this year? thanks alessio, and i was glad someone shows some respect to Devin “Weapon X/Anytime/The Windy City Flyer” Hester.",R.J. ,"Mar 3, 2008 ", 6:47 PM,
,we need a CL spot for sure. i think we will make it…we just need to regroup and start again…we need to begin playing like we did in the first game of the season against livorno. i hope we can get back on track and finish top 3 at least.,sofia ,"Mar 4, 2008 ", 12:06 PM,
,"fuckin right,alessio. i am so sick of people thinking the EPL and is the best in the world, and that england footballers are too. granted, it is going to be an all english final in the CL, which really pisses me off,but i like to think we just had an off year lol. and as for Alex, you are right=he is juve!",stephanie ,"Apr 29, 2008 ", 2:44 PM,
,"this was amazing! hahah i got chills reading it!!! ahh! and “MANUre” = PRICELESS!!!
I HATE THE EPL TOO!!!! I HATE ENGLAND AND THEIR PLAYERS!! sorry they are just so full of themselves thinking they are the best and blah blah blah cnat they just disappear??? yeahh i hate that its an all english final too.
FORZA ALEEE AND FORZA JUVE!!",Sofia ,"Apr 29, 2008 ", 3:11 PM,
,thank god for youtube,adam ,"Apr 29, 2008 ", 4:17 PM,
,"seriously adam, eh?
two things i want in this season- chiellini to go to euro2008, and del piero and trez to finish joint capocannonieri.",alessio ,"Apr 29, 2008 ", 4:19 PM,
,"aaron, eh? dont talk like a canadian, you’re better than that. i’m watching your boys right now, fuck dallas.
great post by the way, props were most certainly due to ADP for this season…bravo.",R.J. ,"Apr 29, 2008 ", 4:48 PM,
,"I think Alex relishes being written-off. Where many others simply fold and give up, ADP uses it to his advantage. A true champion. Forza Juve!",roberto ,"Apr 29, 2008 ", 5:06 PM,
,"yea alessio, if not for youtube where can we see these amazing videos of legends. You did a great job on ur post, but nothing can describe ADP better than watching him.",adam ,"Apr 29, 2008 ", 6:29 PM,
,"The EPL is fucking gay… I can’t even stomach watching it anymore. I’d get into a whole diatribe about Serie A being better than the EPL, but everyone here knows that already, so what’s the point?
Great quote here, Alessio:
In a dig at the EPL (and England), I might add that he is why I do not want massive foreign investment in Italy, a homegrown superstar player. We [Serie A] can compete without paying ridiculous transfer fees, and even if we couldn’t, I’d rather have idols like Alex than Champion’s League silverware.",A.A.S. ,"Apr 29, 2008 ", 7:37 PM,
,"The only reason we have an all-English final this year is because Juventus and Bayern Munich were not involved in the competition and Milan didn’t replenish their squad from last season. Next year, there will be no all-English final, and probably no more than one EPL team in the semis.",JinLA ,"Apr 29, 2008 ", 7:46 PM,
,"JinLA, yessir",adam ,"Apr 29, 2008 ", 10:04 PM,
,"“Finally, today, Roberto Donadoni (nearly) guaranteed that Alex will be with us in Switzerland and Austria this summer.”
Thank fu** for that. I can’t even describe my joy at reading that La Repubblica article earlier this week.",Marco P. ,"Apr 29, 2008 ", 10:49 PM,
,"i dont think i need to say anything more about alex we all know how great he is.
however, theres a great discussion now about juve’s player of the season – names that usually crop up for this award amongst fans this season are buffon, del piero, chiellini, zanetti, camoranesi, and trezeguet.. you decide :)",Sally ,"Apr 30, 2008 ", 2:26 AM,
,i forgot to add there’s another hilarious clip of del piero and totti on youtube. ale was funny =D,Sally ,"Apr 30, 2008 ", 2:27 AM,
,"Monday, Tuesday, June, Wednesday, Sunday, Friday",Dario ,"Apr 30, 2008 ", 6:20 AM,
,"Marco, my friend called me when I was in class. At first when he told me Alex was going, I assumed it was in Tuttosport/gazzetta/corriere and called “unsubstantiated bullshit rumor.” Then he mentioned it was in La Repubblica…..a credible source. (because it’s non-footy) It was a pretty interesting interview, if you didn’t check it out take a look. (If you understand Italian) ie- The interviewer asks him if his dislike for 4-4-2 comes from Sacchi using it.",alessio ,"Apr 30, 2008 ", 7:49 AM,
,Chellini has to go to euro 2008 with italys aging defenders nesta gone barzagli and him represent the new generation of the azzurri back four,Anthony ,"Apr 30, 2008 ", 8:14 AM,
,"no doubt, anthony, no doubt. and with his versatility, fullback, centerback (wikipedia says he can play defensive midfielder too, im surprised ranieri hasnt drafted him in yet) its even dumber to leave him out.",alessio ,"Apr 30, 2008 ", 6:34 PM,
,still prefer him on the left than centre though,Sally ,"Apr 30, 2008 ", 9:52 PM,
,JUVEntus you are the best team i know i love you so so so much,Hamit ,"May 5, 2008 ", 7:51 AM,
,"Del Piero leads his team back from the depths of serie B to finish 3rd in the Serie A the next season with 18 goals and superd leadership. what a champion, you cannot argue with that. he has been the best player in Serie A this season and he is the greatest Juve player ever.I look forward to seeing him in Euro 2008",theo ,"May 9, 2008 ", 6:14 AM,
,"Alessio I definitely agree that “ALEX IS JUVENTUS.” Boy, there is no way to describe what Alex Del Piero has done for Juventus even when everybody seemed to abandon the ship when they headed to the Serie B.
Donadoni will be a big mistake if not convocating DEL PIERO for the EURO 2008. “THE MAN,” in capital letters, has scored 18 goals so far plus providing assists. Excuse me, what else does Donadoni want?
DEL PIERO, definitely, the man of the Season. SO PROUD OF DEL PIERO even with my Milan heart.
Forza Del Piero.",Anna Italia ,"May 10, 2008 ", 3:56 PM,
,"JUVENTUS V. LAZIO
======
The bianconeri continue their hunt for 2nd place by welcoming SS Lazio to the Stadio Olimpico in Torino. Lazio has nothing to play for in the league, being out of a Uefa cup spot but safe from relegation, and have numerous injuries and suspensions, including: dabo, mauri, ledesma, and possibly rocchi/bianchi. Juve are in white-hot form.
Juve last 5: WLWWW
Lazio last 5: LDDDL
Links to watch the game:
http://www2.myp2p.eu/broadcast.php?matchid=11035&part=sports
http://livefooty.doctor-serv.com/
http://www.bet365.com
http://www.espn360.com",alessio ,"Apr 26, 2008 ", 8:30 PM,
,wat happened to the live and blogging part of this post alessio. 4-0 for the first half is fucking awesome. lazio should of stayed back in rome and saved themselves some humiliation.,adam ,"Apr 27, 2008 ", 6:52 AM,
,"we are absolutely creaming them. ranieri’s doing a great job to get these scoring early instead of relying on our second half pushes. Forza Juve.
what a time to be a bianconeri!",roberto ,"Apr 27, 2008 ", 6:59 AM,
,We were toast from the moment we stepped foot on the field today. Good game guys. You killed us.,salvatore ,"Apr 27, 2008 ", 7:47 AM,
,"Yeah, adam, sorry, that was my bad. I was walking home around 530 this morning and realized then…it probably wasn’t going to happen. If it’s any consolation, I’ve got a bitch of a hangover. I’m watching it on ESPN360 on replay, and maybe tonight in pennance I’ll write a review of the game.",alessio ,"Apr 27, 2008 ", 12:22 PM,
,"alessio, congrats on the Juve goal fest v lazies. ur alex dynamite must surely be going to euros now.",SGM ,"Apr 27, 2008 ", 1:33 PM,
,"awesome.
man, i really want to see trez and dp tie for the capocannoniere crown. how cool would that be. to hell w borriello!",Sally ,"Apr 27, 2008 ", 5:31 PM,
,"Fuck it, I’m hopping on the wagon too: Donadoni, if you don’t call up Del Piero for Euro 2008 you are the biggest moron on Earth.",Marco P. ,"Apr 27, 2008 ", 5:34 PM,
,"alright i think that ADP has proven himself enough so if Donadoni doesn’t pick him I think he is more than moronic and will be hated around italy.
Sally, it would definately be awesome if trez and ADP tied!!! haha i hope boriello gets the flu or something and can’t play so that our men can beat his ass hahah",Sofia ,"Apr 27, 2008 ", 5:57 PM,
,i loved this game it felt like trez and adp were competing for scoring most goals hahaha. its a shame we couldnt continue playing like that in the second half. i was hoping we scored 8 goals. but wat the hell trez is tied for top scorer and adp is only 1 goal behind.,adam ,"Apr 28, 2008 ", 12:49 AM,
,"dont forget chiellini people :p
and of course camoranesi ….. if i get to meet him ill bow to him and kiss his feet",Sally ,"Apr 28, 2008 ", 4:36 AM,
,"Tifosi Juventini,
I write to you from Italy. Ive been traveling the past week and happened to see the Juve Lazio game LIVE. Whats more, i made sure to get my tickets with the Drughi which was absolutley maddening. Ive never experienced anything like it. What a game to see live, five goals! At the end of the match everyone was singing about our sucesses and our reberth into champions league.
FORZA JUVE",Michael ,"Apr 28, 2008 ", 10:12 AM,
,"Michael, that is amazing. I’ve been to a few Juve games but never sat with the Drughi, that must have been unbelievable. (never been to a 5-goal game, either…I went to two under Capello and they were much more boring than today) Any chance you took pics/videos from the Curva Scirea? I’d love to put them up here.",alessio ,"Apr 28, 2008 ", 11:15 AM,
,ive only been to one juve game and that is the final vs milan in 2003 . going to watch juve – australia,Sally ,"Apr 29, 2008 ", 8:06 AM,
,"Alessio,
Are you kidding?? I took so many pics and videos. It was truly an unforgettable experience. I would send them to you but im still travelling. Ill be sure to send them your way when i get back into town. By the way, i happened to also be on tv. You know the poster that is always shown of Del P sticking his big tongue out in the stands? I was right behind him so naturally when Del P scored i was on tv. Hehehe, talk about fifteen seconds of fame right.",Michael ,"Apr 29, 2008 ", 9:38 AM,
,"According to gazzetta, we have a bidding war with arsenal for Amauri’s services. Lets hope his interest in playing for the azurri will kepp him within Italy and in Turin. I agree on keeping Iaquinta as he has proven that he can be great off the bench. However, if we cannot attain flamini or anymore depth in our midfield a Napoli trade straight up for hamsik would be interesting?? doubtful but interesting. I would much rather prefer the lineup you listed but seriously doubt that either or both grosso and zambro will be in black in white next year.
Great win last week!",Michael ,"Apr 22, 2008 ", 10:27 AM,
,"The Gazzetta is 98% of the time full of shit. Go straight to the source, Zampa.
""There has only been Juventus. No other clubs have contacted me, neither from Spain nor from England. There is the problem of his passport,"" explained Zamparini. ""The fact remains that talks have already begun with Juve. We have authorised them to speak with the player,"" continued the Aquile chief.
""I would like to repeat that Juve are a serious club, like Palermo. They are never irresponsible and always go through the correct channels. We are quite close to finding a solution.""
 ""Arsenal want Amauri? Not one proposal has arrived from the Gunners,"" ended Zamparini.",alessio ,"Apr 22, 2008 ", 10:35 AM,
,"y not play zambrotta as a right back and grosso as a left back. if it worked in the world cup im sure it will work now. also, flamini will be a great catch if we get him. but do u really want to start him with sissoko? we have lacked a creative CMF this season and i dont think that flamini is the guy to add that extra creativity. this squad looks great alessio but its not realistic. 10 defenders, 9 midfielders ,and 4 strikers. im not complaining though i really wouldnt mind this happening, we could make a world clas team out of our bench players.",adam ,"Apr 22, 2008 ", 10:39 AM,
,"Cudicini? Going from one bench-warming role to another seems like a poor deal for Carlo. Besides, he’s probably getting paid more at Chelsea.
Flamini? Would be a great signing, especially since we’d be getting him for €0. Zambrotta? I’d like him to come back too, but I don’t see it happening.
And shame on you for keeping Cristiano Zanetti out of your starting 11. His passing has been absolutely fantastic this season (cf the last game… he just returned and BAM! Instant pass for Del Piero’s 2nd goal).",Marco P. ,"Apr 22, 2008 ", 10:57 AM,
,"I think we need another strong centre-back or two so we can push Chiellini out to the wing where he’s a much more effective player. If we bring in Zambro, he can play on the right side and we’ll have a defensive monster.",Luca ,"Apr 22, 2008 ", 11:55 AM,
,"I really really hope this stupid Amauri deal doesn’t go through, seriously, WE DON’T NEED HIM. stupid stupid secco…
buying zambro and/or grosso would be a very smart move. i have always like zambro and i agree him leaving can be called whatever you want but he had the decency to leave Italy so i mean we can’t completely hate him. as far as i know he was forced to leave. flamini would also be a good buy. Bring back Giovinco and Marchisio for sure. Sell all the people Secco bought….and Zebina because he is shit",Sofia ,"Apr 22, 2008 ", 12:28 PM,
,"Marco, the way I saw it, if he was happy for 4 years sitting around, he might be happy sitting around at Juve. I guess it depends if 4 years of being a benchwarmer has finally caught up to him or the Abrahimovic/Grant crap is pissing him off.
I think it’s entirely realistic, adam. It isn’t spending too much in the transfer window at all, and given how stretched we were this season I do not want that happening next. It’s 28 players, give or take. Inter have 27 not including the youth players called up, and it’s that kind of depth we need.
It’s not spending too much in the transfer window, and it will be needed. Inter made it through the injury crisis. Look at Roma and Milan. There’s no doubt they were too thin.",alessio ,"Apr 22, 2008 ", 1:53 PM,
,"why not get both? well, i don’t think we need it. i have a lot of faith in grygera.",alessio ,"Apr 22, 2008 ", 1:55 PM,
,"grygera must stay and i know stendardo has not played a lot for us this season but when called upon he lives up to the expectations. flamini would be great, still hoping amauri wont happen because that’ll be a waste of lots of money plus it would probably be at the expense of our talented young strikers whom i think juve should finally give a chance, especially palladino he’s halfway there might as well just finish the work and create a juve superstar in him and utilize him, chiellini should be switched back to the left
i really think juve should just sell zebina ..
..and i would still keep tiago though i know i am alone in this but hey its a free world. its sad about molinaro though have to agree. hes so hardworking but hes just not good enough, i’d wish him the best of luck for someone who tried to give so much to juve.",Sally ,"Apr 22, 2008 ", 7:01 PM,
,oh but stendardo will cost 10mil pounds :| errr,Sally ,"Apr 23, 2008 ", 2:54 AM,
,"i saw that. im hoping its their maximum price and we can find somewhere in the middle. if hes surplus to their plans, thats just to get a better price.",alessio ,"Apr 23, 2008 ", 7:32 AM,
,"Cudicini should go to Milan where he could legitametly be the starter, plus his pops played there, SO LAY OFF!!!",Gianfranco ,"Apr 23, 2008 ", 10:50 AM,
,"yeah but ranieri>cudicini could prove to be a killer link for us. besides, lorenzo buffon played for milan but look where his nephew is now!!",alessio ,"Apr 23, 2008 ", 11:34 AM,
,"gianfranco milan have a very simple solution, buy amelia and keep kalac as a sub or bring back abbiati as a sub.if livorno are unwilling to sell use abbiati as part of the deal.",adam ,"Apr 23, 2008 ", 1:43 PM,
,"gianfranco, cudicini isnt the solution for milan. he’s already fairly old and it would be a temporary stopgap, nothing more. milan needs to buy a 25-28 year old solid keeper who has potentially a decade left in him. frey, amelia, even doni, there’s several in the peninsula. but if gomes really intends to leave PSV, why not.",alessio ,"Apr 23, 2008 ", 2:50 PM,
,can we trade sofia to the Inter blog for a pair of old shin guards?,R.J. ,"Apr 23, 2008 ", 2:52 PM,
,"you know R.J unless i am mistaken I havent talked to you or even incinuated that I wanted to speak to you since hmmm i the last post so you obviously have some sort of underlying obsession with me because you insist on bringing me into your conversations and I find it quite disturbing. I mean its quite apparent that you just enjoy annoying me which is think is bullshit seeing as i am a bigger juve fan then you will ever be, so my advice to you, get a hobby.",Sofia ,"Apr 23, 2008 ", 3:06 PM,
,"R.J.-Sofia, just get married already…",Marco P. ,"Apr 23, 2008 ", 5:08 PM,
,"We need a play maker in the middle ike van der vaart, Diego,danny carva(CSKA) etc not both flammini and sissoko!",Sam ,"Apr 23, 2008 ", 10:50 PM,
,Camo is usually played in center nowadays… I think he could be a good playmaker with all that skills and technique…,Ozz ,"Apr 24, 2008 ", 1:02 AM,
,"looks like giovinco, marchisio, and de ceglie are returning to juve, while lanzafame is gonna be loaned to a serie a club.
http://goal.com/en/Articolo.aspx?ContenutoId=671103",adam ,"Apr 24, 2008 ", 12:17 PM,
,"Marco P – he wishes i would want to marry him
adam – i hope they do come back that would be great:D",Sofia ,"Apr 24, 2008 ", 12:25 PM,
,"Gents, I’d like to take this opportunity to invite you to check out a relatively new yet up-and-coming forums – www.serieaforums.com. This is a forum set up by a passionate and dedicated community of people who got to know each other over the years and who became sick and tired of the rigid rules and regulations of your standard forums, and so decided to start they’re own. In that sense its unique in that it is run by each and every individual member who all contribute and assist to make it the best forum it can be. I by no means want to take away from your comments here – there are many who comment on the Roma Offside yet are also members on www.serieaforums.com. So come check it out and see what you think. Thanks.",RomaShield27 ,"Apr 24, 2008 ", 2:47 PM,
,"alessio, scratch flamini off ur dream team for next season. looks like milan are getting him.
http://goal.com/en/articolo.aspx?contenutoid=672228",adam ,"Apr 25, 2008 ", 4:59 AM,
,"that could be a good thing though. That means we have room for marchisio, giovinco and nocerino to grow. Meanwhile, we can still count on c.zanetti.
would be nice to see our youngsters growing.",vialli ,"Apr 25, 2008 ", 7:38 AM,
,"Adam goal.com is the national enquirer of football transfers. Alessio, its the market musings that make the blog world go round, that and thrashing Inter and the EPL.",Gianfranco ,"Apr 25, 2008 ", 9:35 AM,
,"yo AG, what happened to your boys tonight? couldn’t pull one out in big D? CP3 looked like garbage.",R.J. ,"Apr 25, 2008 ", 10:19 PM,
,"we have some kinda taboo in Dallas, for some reason. even if cp3 was weak, 2nd game, 35 points and 17 assists…..thats nothing to scoff at. we’ll move on to round 2.
how bout dem bulls??",alessio ,"Apr 26, 2008 ", 1:58 PM,
,"he was certainly sick the first two games, but they say the playoffs don’t really start until you win on the road. i’m rooting for you guys though.
speaking of taboo…that would describe the general sentiment with regards to the basketball team in chicago right now. i refuse to even type the name of the team.",R.J. ,"Apr 26, 2008 ", 2:03 PM,
,"NBA playoffs are over. San Antonio Spurs are new-old champs.
Go Black&White",Dario ,"Apr 26, 2008 ", 4:37 PM,
,"silent assassins = SA Spurs
tony parker balls on and off the court…pun intended",R.J. ,"Apr 27, 2008 ", 10:14 AM,
,"Me, I’d compare Arsenal to Inter actually. Their starting line-up is almost exclusively composed of foreign players, and they are equally criticized for it in their respective leagues.
Not that Chelsea is overflowing with Englishmen either, but they do have their John Terrys, Ashley/Joe Coles, and Frank Lampards. Arsenal on the other hand have… well no one (Theo Walcott doesn’t count, he plays 1 game out of 4 at best).",Marco P. ,"Apr 16, 2008 ", 11:39 PM,
,“Roma-Arsenal” aka Pretty Good but Never Win Shit,KJ Ventimiglia ,"Apr 17, 2008 ", 2:24 AM,
,if we follow my hatred level it’d be inter-arsenal,Sally ,"Apr 17, 2008 ", 3:22 AM,
,"I completely agree with the match-ups, that’s how it’s always gone in my mind.
Plus, I hate Inter and Chelsea equally and they both have jack-asses for managers.",Bonnie ,"Apr 17, 2008 ", 6:47 AM,
,"marco i see what you mean, but other than team composition i think it stands better the other way.
bonnie, do you mean avram grant or mourinho? (i agree if mourinho)",alessio ,"Apr 17, 2008 ", 9:08 AM,
,Both. (Though I am strangely fascinated by Mourinho),Bonnie ,"Apr 17, 2008 ", 9:30 AM,
,"Mourinho is a character, no doubt about it. Grant is the direct opposite. That guy is the most boring motherfucker in the coaching world.",alessio ,"Apr 17, 2008 ", 10:42 AM,
,"That may add to why I hate him. Seriously, if you’re gonna follow Mourinho, step it up a notch.",Bonnie ,"Apr 17, 2008 ", 11:45 AM,
,"Come to think of it, Juventus some of the best hair in Europe. Roma makes it close, but come on… Goldie locks and German???",roberto ,"Apr 17, 2008 ", 12:25 PM,
,"if juve = man U, can we swap ronaldo for tiago?",R.J. ,"Apr 17, 2008 ", 2:58 PM,
,"tiago has just settled in, and i hope if he is sold it will be to a team abroad because i think that he will do really well in a team like fiorentina or roma.",adam ,"Apr 17, 2008 ", 3:04 PM,
,"for real adam? I think Tiago is garbage… he’d be my first export this year. We need a someone more impactful. Offensively or defensively, we need a guy like him on steroids or horse testosterone.",roberto ,"Apr 17, 2008 ", 3:29 PM,
,"i don’t understand why juve are buying or looking to buy forwards when it is completely obvious we need defenders. Screw Amauri, bring in some strong defenders to play with chiellini and legro because there have been too many games this season where our defence was either make shift or just broke down and caused Buffon to be exposed. It was not fair to him and certainly needs to be addressed.",Sofia ,"Apr 17, 2008 ", 3:52 PM,
,Im gonna suit up for the bianconeri next year. Hands down i’ll take Molinaro’s spot.,roberto ,"Apr 17, 2008 ", 4:23 PM,
,Just a brief thought what about gattuso and seedorf they said clarence will quit milan if dinho go to the meazza.,Anthony ,"Apr 17, 2008 ", 9:24 PM,
